WORD	LABEL	ANNOTATORS	SENTENCE	SENTENCE_INDEX
caffeine	0	0	None of them were on medications , and none had consumed alcohol or caffeine in the 24 hours before each test .	13
erosion	1	5	The chance encounter of a Norwegian research vessel with the largest waves ever recorded amid floating packs of Arctic ice shows how such rollers could reroute shipping , damage oil platforms and threaten coastal communities with erosion .	36
plucky	1	8	And even jaded New Yorkers were both disgusted and a little impressed by `` Pizza Rat , '' the plucky rodent in a recent viral YouTube clip seen dragging a large cheese slice down a subway stairwell .	19
Letters	0	0	The population of seven of those species declined by at least 80 percent in the past 50 years , according to a study published this year in the journal Conservation Letters .	30
deployed	1	5	The president and the Brotherhood have refused to budge and the military has deployed troops around government buildings and along the shipping lanes of the Suez Canal .	13
basis	0	0	These are the sort of hard decisions that hundreds of residents who live in the harsh , mesquite-speckled borderlands have had to make on a regular basis .	26
piloting	1	6	Yet only in recent years has the significance of Twain 's time in the Mother Lode come into sharper relief , in particular the transformative role the friendships he developed here played in his decision to abandon youthful dreams of a career piloting paddleboats down the mighty Mississippi River and instead `` excite the laughter of God 's creatures . ''	42
domes	0	0	Steam rose from the twin magma domes formed after Mount St. Helens ' cataclysmic eruption in 1980 and the quieter outburst that started in 2004 .	6
stream	0	0	After beavers move to a new area , at night , they drag a tree across a shallow stream to start a dam .	18
putter	1	3	The ball was a mere 5 feet from the hole , but when Chey Castro raised his putter for what should have been a clean shot , his hand spasmed and he missed the putt that would have won him $ 180 at the tournament .	17
slowed	0	0	One clip , dated Wednesday , showed a woman driving in the traditional veil , with only her eyes showing , as other motorists slowed and gave a thumbs-up sign .	24
park	0	0	Nora Prentice , who lives on Manhattan 's Upper West Side , has repeatedly complained to the city about a colony of about 200 rats in a neighborhood park .	28
names	0	0	WICOMICO RIVER , Md. -- On the wall of the nutria eradication team 's drab office at the Blackwater National Wildlife Refuge , there 's a large whiteboard with names and numbers on it .	29
Rather	0	0	Rather , they know they briefly existed because they are able to measure their decay products .	0
chunks	0	0	Farther inside the pack there are kilometers-wide chunks that have been blown together into a nearly solid mass .	7
strength	0	0	The act of walking may not seem like a feat of agility , balance , strength and brainpower .	15
shunned	1	8	For the players , basketball is not merely a sport but an act of defiance in a country where female access to exercise is outright shunned by ultraconservatives ; physical education is still not on the curriculum for girls in Saudi public schools .	25
clinically	1	7	Yawning in response to another yawn is n't an emotional reaction per se , but the tendency for yawns to be contagious has been `` clinically , psychologically , neurobiologically and behaviorally linked to our capacity for empathy , '' according to the Japanese researchers who conducted the study .	25
expanding	1	7	But now , thanks in part to Nyong ` o , it 's the TWA , or teenie weenie Afro , that 's getting a second look and expanding notions of beauty into territory where it really has n't taken root before -- the larger culture .	28
gratitude	1	5	France 's gratitude , he said , `` will never be extinguished . ''	2
warns	0	0	Coach Steve Mask warns players not to post about injuries , which can scare away recruiters .	3
happen	0	0	The study looks in detail at what will happen by 2065 , but the actual tipping point comes in 2055 .	8
pattern	0	0	Going after the more valuable predators first , fishing them until there are n't enough left to support a fishery and then moving on to species lower in the food chain , a pattern sometimes observed in global fisheries , has been called `` fishing down the food web . ''	33
worst	0	0	`` In no uncertain terms , it 's been the worst winter on the lakes in 35 years .	10
transplants	1	4	While kidney transplants between family members are not uncommon , this was likely the first one between players linked to both sides of one of the NFL 's fiercest rivalries .	2
prehistoric	1	7	What they found that Sunday in 1994 still fills Chauvet 's voice with wonder : an immense cave covered with prehistoric paintings of horses , mammoths and rhinos -- paintings so vivid , he says , it felt like the Stone Age artists had just moments ago put down their ochre and walked away .	20
unclear	0	0	It is unclear how many of them are ethnic Russians , but local humanitarian workers confirmed that most aid recipients appeared to have ethnic or family ties to Russia .	2
spends	0	0	So Yan , a widow since her husband 's death nearly a decade ago , spends every weekday at a modest community center near her home , where she plays mahjong and eats meals prepared by a volunteer staff .	15
discovery	1	8	MANSFIELD , Texas -- Not every kid can say he made the discovery of a lifetime before he started kindergarten .	12
momentum	1	8	Even as the children 's `` Bring Rodrigo Home '' campaign built momentum , it became clear that things would not move fast .	12
federation	0	0	The acting head of the Russian athletics federation , Vadim Zelichenok , said the report 's conclusions appeared to have been `` made to order . ''	7
peers	0	0	`` Children giving to children is really valuable , '' Oppenheimer said , praising Kyle 's ability not only to appeal to his peers but to motivate students in lower grades to be part of the project .	23
coordinator	1	5	`` It 's growing in the last 10 years within the native communities in the United States , '' said Susen Fagrelius , coordinator of Little Earth 's community health initiatives .	23
unlikely	0	0	Copeland , 32 , has become one of America 's most famous female athletes , revered for her unlikely ascendance in an arts world notorious for showcasing only lithe white ballerinas .	18
solely	1	7	Dry farming relies solely on rainwater to keep crops growing throughout a dry season .	3
Several	0	0	Several toymakers are on the case .	0
Sand	0	0	The otolith collection , dating to the 1960s , had been sitting in an old Sand Point hangar belonging to the National Oceanic and Atmospheric Administration -LRB- NOAA -RRB- .	15
Sports	0	0	`` Sports is one way that kids can be physically active in an enjoyable way .	1
Strange	0	0	Strange though it may seem , scientific theory lends credence to this historical fiction .	0
heretofore	1	5	They 're arguing that as sea ice continues to melt in the Arctic , passageways are opening for certain animals - heretofore restricted by the ice - to start moving through , enabling them to cross into new territories .	21
ensnared	1	9	Black called the U.S. Coast Guard , which soon discovered that the whale was ensnared in a crab pot line .	14
rapper	0	0	Soon enough , Rihanna and rapper King Los reposted a few of his snaps .	5
feed	0	0	`` It would n't fluke up , '' Nancy Black , a marine biologist on board the ship that day said , referring to the picture-perfect tail flip that humpbacks display before diving to feed .	34
humankind	1	3	The removal of top predators has been called `` humankind 's most pervasive influence on nature , '' and it is as detrimental in the sea as it is on land .	9
guidelines	1	5	The state 's guidelines for teaching American history also do not mention the Ku Klux Klan or Jim Crow laws .	3
cab	0	0	Each elevator operates using a pulley-like system that consists of a cab and counterweights connected by a cable .	11
restriction	1	3	Tuesday 's landmark ruling extended the restriction to federal courts in California and courts in eight other Western states , lawyers said .	6
Meat	0	0	ST. PAUL , Minn. -- Kadra Mohamed walks into an old haunt , the Grocery and Meat Market on the city 's north side , where as a girl she shopped with her mother .	16
roaming	1	5	The nutria project leader is coming back from a site in Quantico , Md. , where four of his trappers are roaming the Wicomico River in jon boats .	21
place	0	0	CARMEL VALLEY , Calif. -- High above the Big Sur coast , Ian Faloona is finding pollution on the edge of the continent , a place that should have some of the country 's cleanest air .	25
observed	1	3	Northern gannets , a North Atlantic species , have been spotted off the coast of California several times in recent years , for instance , while several Pacific species of auks , a type of diving bird , have recently been observed in the Atlantic .	41
former	0	0	The 5,000 residents of this former lumber town in Mendocino County on the edge of redwood country are now on a crash water diet .	5
enabling	1	4	They 're arguing that as sea ice continues to melt in the Arctic , passageways are opening for certain animals - heretofore restricted by the ice - to start moving through , enabling them to cross into new territories .	32
unexpected	0	0	&lt;img class="pull-right" src="https://newsela-test-files-f331e.s3.amazonaws.com/article_media/extra/20150608_MIN_WAGE.png" /&gt; The reality is not that simple : An increase to $ 15 an hour would ripple through the U.S. economy in some unexpected ways that are , generally , not as bad nor as beneficial as each side claims .	23
accepted	0	0	It had been generally accepted by Egyptologists that mummification did not start in Egypt until the time of the Old Kingdom -LRB- around 2500 B.C. -RRB- , and that it did n't reach its height until the Middle Kingdom -LRB- 2000-1600 B.C. -RRB- .	4
supply	0	0	Now employed by a small defense company , he is part of a crash effort by U.S. Special Operations Command to produce a radically new protective suit for elite soldiers to wear into battle -- one with bionic limbs , head-to-toe armor , a built-in power supply and live data feeds projected on a see-through display inside the helmet .	46
hopping	1	4	CHICAGO -- There 's only one thing that comes between the grade school kids hopping off the afternoon bus near Eve Pulver-Johnson 's Aurora , Ill. , house and their after-school snacks -- the Little Free Library on her family 's front lawn .	14
native	0	0	`` Knowing that it is native should help guide restoration efforts . ''	5
stands	0	0	CORNUCOPIA , Wis. -- On some days , Kevin Hunt stands at his Star North gas station in this eye-blink of a town on mighty Lake Superior , marveling at Mother Nature and his own dumb luck .	10
Stay	0	0	WASHINGTON -- Whether belting out lyrics to Al Green 's `` Let 's Stay Together , '' leading a mournful congregation through `` Amazing Grace , '' or tweeting his Spotify music playlist that includes Stevie Wonder and Nina Simone , President Barack Obama has shown that he 's a pretty soulful guy .	13
Mask	0	0	`` He came across as being not reliable , '' Mask said .	10
itinerary	1	8	So Evans had slogged her way through traffic from her mother 's house to get to EFT Sports Performance in Highland Park , Illinois , a stop along the itinerary designed to get her to the 2014 Winter Olympics in Sochi , Russia .	29
heard	0	0	Has she heard that grizzlies -- a larger , stronger and more dangerous cousin of black bears -- might be transplanted to California where they have n't been seen for nine decades ?	2
chanted	1	5	BUDAPEST , Hungary -- Hundreds of migrants chanted defiant slogans outside Budapest 's main international train station Wednesday as Hungarian police blocked them for a second day from seeking asylum in Germany and other wealthy European Union countries .	7
wink	1	4	It will also be a wink to his craft , the one he uses to capture this city , his `` beautiful ghetto , '' in powerful black-and-white photos that have made him a surprise media sensation .	5
photographer	1	4	There was a greeting party when she arrived for another intense summer workout with 4-year-old niece Rihanna Reed in tow : a reporter and a photographer , whom Evans expected , and a surprise visitor from the U.S. Anti-Doping Agency .	25
shorebirds	1	5	They 're endangering shorebirds , threatening city taps and quite possibly raising the crime rate .	3
burden	1	5	`` They have not become a public charge or a burden on the community , though there may be some isolated cases of that . ''	10
rainwater	0	0	Dry farming relies solely on rainwater to keep crops growing throughout a dry season .	5
onerous	1	9	A year with a dry winter can devastate crop output and put an onerous dent in a farmer 's wallet .	13
guests	0	0	WASHINGTON -- Welcoming guests with the traditional Muslim greeting of `` asalaam alaikum , '' first lady Michelle Obama announced a U.S. pledge of $ 70 million to help educate 200,000 adolescent girls in Pakistan .	3
pressure	0	0	WASHINGTON -- Under pressure from Congress and international allies , President Barack Obama announced a change in what has been a central piece of his counterterrorism strategy , saying he would place new restrictions on the targeting of terrorists with missiles fired from -LSB- drones -RSB- -LRB- https://www.newsela.com/?tag=drone -RRB- .	3
cleanest	0	0	CARMEL VALLEY , Calif. -- High above the Big Sur coast , Ian Faloona is finding pollution on the edge of the continent , a place that should have some of the country 's cleanest air .	34
opens	0	0	When the observatory at One World Trade Center -LRB- 1 WTC -RRB- opens May 29 in lower Manhattan , visitors will be treated to a spectacular 360-degree view of New York City and the surrounding area from nearly 390 meters -LRB- 1,280 feet -RRB- above its bustling streets .	12
owner	0	0	Shop owner Mary Ginocchio said she decided to show Jason Borders ' work after Lexington artist Bob Morgan suggested it .	1
eye	0	0	At least 184 people , nearly all children , suffered eye injuries over the recent Eid al-Fitr holiday from toy weapons that fire BB pellets and rubber shot , health officials said .	10
french	0	0	Imagine for a moment that all of the nation 's fast-food establishments -- all the striped awnings and golden arches , the drive-thru windows , the beckoning dollar deals and wafting odor of french fries -- were to vanish overnight .	33
uploaded	1	3	Using the WiFi on his camera , he uploaded dozens of his raw photos to Instagram and Twitter , sharing them with his several thousand followers in real time .	8
pledge	1	3	WASHINGTON -- Welcoming guests with the traditional Muslim greeting of `` asalaam alaikum , '' first lady Michelle Obama announced a U.S. pledge of $ 70 million to help educate 200,000 adolescent girls in Pakistan .	22
making	0	0	The punishment comes days after the league announced results of an investigation that found Brady was `` likely generally aware '' that equipment assistants employed by the team had conspired to deflate the Patriots ' footballs for last season 's AFC championship game , making the balls easier to throw and catch .	44
unearthed	0	0	The paleontologists , along with volunteers from the Dallas Paleontological Society , started digging April 3 and unearthed `` more than 50 percent '' of the Nodosaurus , one of only five ever found in the Metroplex and the first in decades .	17
report	0	0	In a March report in Geophysical Research Letters , scientists at the U.S. Naval Research Laboratory -LRB- NRL -RRB- describe how large waves can penetrate more deeply into ice cover and break it up faster and more completely than anyone had suspected .	3
servings	1	4	Here and there , some whole servings of apple slices got dumped , but otherwise empty trays and empty milk cartons filled the bins .	6
placed	0	0	He pulled her close , placed a hand on her shoulder , and the two bopped back and forth in a two-step , laughing and giggling .	5
members	0	0	Home Depot is one of a number of companies that have stepped up their efforts to recruit U.S. military veterans , helping ex-service members such as Miranda who have struggled to find work and to adjust to life back home .	23
wallet	0	0	A year with a dry winter can devastate crop output and put an onerous dent in a farmer 's wallet .	19
page	0	0	They created a Facebook page and posted videos to YouTube .	4
edge	0	0	CARMEL VALLEY , Calif. -- High above the Big Sur coast , Ian Faloona is finding pollution on the edge of the continent , a place that should have some of the country 's cleanest air .	19
shattered	0	0	`` I was raised on how to sell myself , which buttons to press , which phrases to drop , '' she added , until one day `` everything just shattered . ''	30
remained	0	0	All the while , though , justice remained undone for some of the boys as they became men , went into hiding , and eventually died with the stigma of rape on their reputations .	7
shorts	0	0	Women are bound by strict rules when it comes to their attire , so they can not be seen by men while jogging in sweat pants , much less wearing fitted or revealing shorts .	33
stereotypes	1	7	CHICAGO -- For years a general complaint about dolls has been that they send the wrong messages to children , whether it 's promoting an unrealistic body image or reinforcing stereotypes about girly interests .	30
spacecraft	0	0	Philae separated from the Rosetta orbiter at 3:35 a.m. EST Wednesday , after a decade of being attached to the spacecraft .	20
blue-collar	1	3	Good-paying blue-collar jobs in the petroleum and natural gas fields are as plentiful as pickups here , and the unemployment rate -- 4.6 percent in July -- remains far below the 7.4 percent national average .	1
notice	0	0	&lt;img class="pull-right" src="https://newsela-test-files-f331e.s3.amazonaws.com/article_media/extra/20140526_HUMPBACK_FREED_1.jpg" /&gt; SAN JOSE , Calif. -- After a morning spent whale watching in Monterey Bay , the passengers on the Point Sur Clipper on April 27 did n't notice anything amiss when they first spotted the humpback .	28
Leaders	0	0	SAN FRANCISCO -- A public elementary school decided in 2011 to require students to wear a uniform with the school 's motto , `` Tomorrow 's Leaders , '' emblazoned in small letters on the shirts around a gopher , the campus mascot .	26
continue	0	0	An Associated Press analysis of households in the 10 biggest economies shows that families continue to spend cautiously and have pulled hundreds of billions of dollars out of stocks , cut borrowing for the first time in decades and poured money into savings and bonds that offer puny interest payments , often too low to keep up with inflation .	14
father-daughter	0	0	Bailey and his daughter were among dozens of father-daughter couples gathered on Chicago 's South Side recently at a party designed to spotlight the role of black fathers in their daughter 's lives .	8
stores	0	0	The chain of home-improvement stores employs 35,000 veterans , around 10 percent of its workforce , and has committed to hire about 55,000 vets over the next five years .	4
technique	1	4	A centuries-old farming technique called dry farming -- once the order of the day in California 's Central Valley -- is once again drawing the interest of some of the region 's farmers .	3
hole	0	0	The ball was a mere 5 feet from the hole , but when Chey Castro raised his putter for what should have been a clean shot , his hand spasmed and he missed the putt that would have won him $ 180 at the tournament .	9
Want	0	0	`` Want to know what my grandsons say about me ? ''	1
baking	0	0	His mother ran out with a box of baking soda .	8
gay	0	0	SAN FRANCISCO -- A federal appeals court became the first in the nation to rule that prospective jurors may not be excluded because of their sexual orientation , a decision that expands juror protections beyond race and gender and provides legal ammunition to challenge laws that limit gay rights .	47
minors	0	0	The surge in unaccompanied minors shocked the nation as arrivals reached record levels .	4
quick	0	0	The matches on this concrete court are quick .	7
strikes	0	0	In a speech that takes stock of America 's long battle with al-Qaida , the president said he would continue ordering lethal drone strikes to stop potential terror attacks because the relative precision of drone warfare is preferable to major troop deployments or traditional bombing .	23
tool	0	0	BEIJING -- Sitting at a desk in his small office here , Ma Jun , one of China 's best-known environmental advocates , shows off his latest tool in the fight against the nation 's crippling air pollution : a computer app .	27
hibernate	1	8	Months ago , many warned him not to invest in a place where fair-weather tourists flee in the fall and the big lake 's waters turn cold and storm-tossed , forcing the 100 or so hardy full-time residents of Cornucopia to hibernate for the winter .	41
self-described	1	5	Yan is one of a rapidly growing number of self-described `` orphan grandparents '' who feel personally or financially abandoned in a society that traditionally has treated its elders with a respect bordering on reverence .	9
relating	1	3	There is no specific law to prevent women from driving in the kingdom , but they can not apply for driving licenses and have previously been arrested on charges relating to public order or political protest after getting behind the wheel .	29
owlets	1	4	Owl catcher Hussein Mduduzi , jumping from roof strut to roof strut , managed to catch two owlets , but the eight grown owls flew off .	17
lice	0	0	But something bigger bugged her : the district 's policy of sending children home when they were infested with head lice -- grayish-white insects that suck blood from the scalp and cause severe itching .	20
dealing	0	0	Depending on who you talk to , some of the children are doing relatively well , others are dealing with various issues and still others are facing a crisis .	18
islands	0	0	BEIJING -- In a sharp rebuff , China accused Washington on Wednesday of taking Japan 's side in a tense clash over disputed islands in the East China Sea , underscoring rising regional friction as visiting Vice President Joe Biden met with Beijing 's leaders .	23
mounting	1	5	As the winter progresses with no break from last year 's parched conditions , concern is mounting that California may be headed for a replay of the big drought of the late 1980s through the early 1990s , or even worse , 1977 .	16
niece	0	0	There was a greeting party when she arrived for another intense summer workout with 4-year-old niece Rihanna Reed in tow : a reporter and a photographer , whom Evans expected , and a surprise visitor from the U.S. Anti-Doping Agency .	15
clear	0	0	Too often , the FTC said , parents were caught unaware that in-app purchases were being made and Apple did n't do enough to make it clear children were buying gems , coins , or treats for their virtual pets .	26
no-food-or-drink	0	0	The school spent $ 100,000 turning a computer lab into an eSports Arena with fast-processing computers , large monitors , high-end ergonomic gaming chairs and a strict no-food-or-drink policy .	27
based	0	0	Castañeda does n't choose participants based on grade-point average .	5
noted	0	0	In people , contagious yawning is more common among those who get high scores on empathy tests , and it 's less common among those on the autism spectrum who lack empathy , the researchers noted .	35
pathogens	1	7	Despite rising concerns about food safety and authenticity , contamination rates by salmonella , campylobacter , Escherichia coli and other common pathogens have not fallen or are actually on the increase , depending on the microbe , according to a 2013 report from the U.S. Centers for Disease Control and Prevention -LRB- CDC -RRB- .	21
starred	0	0	She has authored a best-selling memoir , was featured this year on the cover of Time magazine 's `` 100 Most Influential People , '' and has starred in a viral Under Armour ad , twirling amid the reading of a rejection letter declaring she has `` the wrong body for ballet . ''	27
mainly	0	0	BEIJING -- Nearly every day in China , women go to work in smoke-filled offices , exposed to the fumes of cigarettes smoked mainly by male colleagues .	23
lower-income	1	3	The study also found the reading skills gap between children from lower-income and higher-income families has grown , and proficiency varies considerably across states .	11
counting	0	0	`` Everybody is counting on crab to make it , so this is pretty disappointing , '' said Larry Collins , president of the San Francisco Crab Boat Owners Association .	3
politicians	0	0	Second inaugural speeches tend to be trickier for politicians than the first , where the formula often is to highlight an agenda heading into office .	8
risk	0	0	In an address transmitted on Brazilian television and radio Friday night , Rousseff asked for understanding about `` the political and economic limitations '' the country is facing and beseeched Brazilians not `` to put at risk all that we 've achieved .	36
criticisms	1	4	But by focusing on the lack of opportunities in many of the city 's minority neighborhoods , and doing it through the lens of the city 's youth , Emanuel took on one of the top criticisms lobbed at him during the campaign : He 's a mayor who has perpetuated two Chicagos -- one for the wealthy and one for the rest .	36
libraries	0	0	That leaves libraries as a crucial venue for their youngest patrons , but funding challenges , reduced hours on school nights and aging equipment have made it harder to meet the demand .	2
station	0	0	CORNUCOPIA , Wis. -- On some days , Kevin Hunt stands at his Star North gas station in this eye-blink of a town on mighty Lake Superior , marveling at Mother Nature and his own dumb luck .	16
outrage	0	0	In the months after the outrage stirred by the deaths of Brown and another unarmed African-American , Eric Garner , in New York , singer D'Angelo released his first album in more than a decade , `` Black Messiah , '' which included references both glancing and startlingly direct to the chain of events between Selma and Ferguson .	5
whistling	1	5	PRIVAS , France -- Jean-Marie Chauvet noticed air whistling out from a crack on a plateau in southern France , so he and fellow cave enthusiasts went to investigate .	8
appointee	1	6	The `` policy compels speech because it mandates the written motto , ` Tomorrow 's Leaders , ' on the uniform shirts , '' wrote Judge Jacqueline H. Nguyen , an Obama appointee , who was joined by two judges selected by Republican presidents .	32
prematurely	1	9	The pups , hungry , struck out prematurely that winter .	7
quarterbacks	1	4	STATE COLLEGE , Pa. -- At St. Paul 's Episcopal School in Mobile , Alabama , the high school that produced Crimson Tide quarterbacks AJ McCarron and Jake Coker , there 's a new preseason ritual for football players : the social media talk .	23
higher-income	1	3	The study also found the reading skills gap between children from lower-income and higher-income families has grown , and proficiency varies considerably across states .	13
tens	0	0	In the balconies , `` gamescasters '' in dark suits and bright ties are breathlessly narrating and analyzing the plays to tens of thousands of fans who are watching via a live video stream .	21
analyze	1	3	Tools to analyze DNA in food items may soon help eliminate these problems .	2
feathers	0	0	The youngsters , their baby fluff half replaced by feathers , looked tatty and nervous .	9
Still	0	0	Still , she did n't want to break the law .	0
bite	0	0	Climate change might have a nasty bite .	6
highly	0	0	A GoldieBlox skydive action figure , also highly rated on Amazon , invites children to build a parachute pack .	7
lecture	1	4	She recently spoke in Dallas about the brain science behind golf and the yips at the Center for BrainHealth 's public lecture series at the University of Texas at Dallas .	21
though	0	0	The acuity of mental illness among students has sharpened , they say , and it 's striking ever younger children , though many quietly bear the stress for years before snapping .	21
learning	0	0	In a pre-calculus class at John Champe High School in Loudoun County , Virginia , juniors and seniors are learning abstract mathematical concepts .	19
football	0	0	CHICAGO -- The NFL 's concussion lawsuit was settled Thursday , but to get an idea of the confusion that still envelops the subject of football safety , consider the Guardian .	25
levant	1	3	The group calls itself the Islamic State of Syria and the Levant -LRB- ISIL -RRB- and has also been called the Islamic State of Iraq and Syria -LRB- ISIS -RRB- .	11
healthy	0	0	The School Nutrition Association is calling on Congress and the U.S. Department of Agriculture to ease up on the next round of federal healthy food requirements , due July 1 .	23
hunting	0	0	NEW YORK -- It has been a big year for bears in the news , especially in Maine , where voters on Nov. 4 face a question that has bedeviled other bear-heavy states : how to keep the species ' population at bay in the face of pressure from animal rights groups lobbying to ban certain hunting methods .	56
calculations	1	7	But lose a leg , as Zac Vawter did after a motorcycle accident in 2009 , and you will appreciate the myriad calculations that go into putting one foot in front of the other .	22
traditionally	1	4	SHANGHAI -- Yan Meiyue , 90 , said her 72-year-old daughter rarely visited , even for the annual Spring Festival , when families traditionally reunite .	23
unit	0	0	The firefighters belonged to the Granite Mountain Interagency Hotshot Crew , an elite unit sponsored by a fire department in nearby Prescott , where residents were grieving through social media after word of the deaths arrived Sunday night .	13
practically	0	0	In Los Angeles , nonprofits and social service agencies report that the need for diapers is `` practically infinite '' and that diapers `` fly '' out of warehouses as soon as they 're delivered .	17
chairwoman	1	3	`` You can not charge consumers for purchases they did not authorize , '' said Edith Ramirez , the commission chairwoman .	20
crippling	1	8	BEIJING -- Sitting at a desk in his small office here , Ma Jun , one of China 's best-known environmental advocates , shows off his latest tool in the fight against the nation 's crippling air pollution : a computer app .	35
cleanup	0	0	From the Dominican Republic in the north , to Barbados in the east , and Mexico 's Caribbean resorts to the west , officials are authorizing emergency money to fund cleanup efforts and clear stinking mounds of seaweed that in some cases have piled up nearly 10 feet high on beaches , choked scenic coves and cut off moored boats .	30
speed	0	0	Even a minute miscalculation in its speed could have meant missing a safe landing , scientists had no control of steering the probe once it separated , and the operation relied on flawless communication between the two spacecraft , only one of which could send signals to Earth .	6
eerie	1	7	The lack of any tangible clue to its fate was eerie , unsettling , bizarre -- a real-world echo of the TV show `` Lost '' and the wayward-jetliner mystery at the heart of its story .	10
color	0	0	Fully pursue his dream to become an entrepreneur and literacy advocate for young people of color , to stop them from being sucked down the intoxicating pipeline that entrapped him .	15
syndrome	0	0	Others have cerebral palsy , Down syndrome , attention deficit disorder and developmental delays .	6
tropics	0	0	`` These temperatures exceed what we are expecting anywhere else in the world in the tropics over the next century , '' says John Burt , a marine biologist at a branch of New York University in the Emirates , who led the reef tour in 2012 .	15
misbehavior	1	5	The decline comes on the heels of a nationwide push to roll back zero tolerance policies instituted after the deadly Columbine High School shootings that emphasize harsh discipline for even minor misbehavior in favor of support-focused alternatives .	31
ISIL	0	0	The main target was the Islamic State -LRB- ISIL -RRB- .	8
yips	1	3	Castro is among those experienced golfers plagued by an inexplicable phenomenon known as the yips .	14
form	0	0	Investigators have used ground-penetrating radar and specialized GPS devices to peek below the landscape , but no one is entirely certain why the holes form along the surface of this landmark , which attracts thousands of visitors each year .	24
beige	1	3	CHICAGO -- Geologist Erin Argyilan has in the last 10 months studied sediment , analyzed wind patterns and mapped terrain , but she has n't solved the mystery of the holes that appear and vanish in the beige sands of Mount Baldy at Indiana Dunes National Lakeshore .	37
crowded	0	0	It could quickly become a public health disaster in a place where strangers huddle together on subway cars and pedestrians jostle for space on crowded sidewalks .	24
proponents	1	6	Proponents of the requirement argued that American children were falling behind in financial literacy and that the increasingly complex world of consumer banking demanded a new kind of education .	0
embrace	1	3	Nudged by local governments worried about water shortages , home builders and homeowners associations are showing increased willingness to embrace the drought-tolerant landscapes that more naturally suit California .	19
unraveled	1	6	In an emergency , the bracelet can be unraveled and the parachute cord used in a variety of ways -- to create a shelter or make a tourniquet , for example .	8
nutrition	1	3	In its most basic terms , the ballot measures pit coalitions of foodies , organic farmers and nutrition activists against many of the nation 's leading manufacturers including the biotechnology company Monsanto , Kraft Foods and Coca-Cola .	17
pull	0	0	A few superstar professors pull in upward of 10,000 students around the globe into free , or nearly free , courses .	4
tanks	0	0	KABUL , Afghanistan -- The weapons of Afghanistan 's long decades of war can be seen almost everywhere , from the burned-out hulks of Soviet tanks to the Kalashnikov assault rifles slung over policemen 's shoulders and helicopter gunships roaring overhead .	25
troubles	0	0	It 's not a major cause of these troubles , but `` many parents are clueless '' about the profound impact media exposure can have on their children , said Dr. Victor Strasburger , lead author of the new American Academy of Pediatrics policy .	8
Show	0	0	Governor Chis Christie of New Jersey chomped down on a jelly doughnut and mocked his own weight on `` The Late Show with David Letterman . ''	21
objected	1	6	One parent objected to the uniforms and eventually sued , contending they violated the First Amendment 's guarantee of free speech .	2
helicopter	0	0	KABUL , Afghanistan -- The weapons of Afghanistan 's long decades of war can be seen almost everywhere , from the burned-out hulks of Soviet tanks to the Kalashnikov assault rifles slung over policemen 's shoulders and helicopter gunships roaring overhead .	37
Cookie	0	0	The Digital Cookie upgrade , announced Tuesday , comes amid persisting challenges for the 103-year-old organization .	2
behaviors	0	0	The authors of the latest research combed through a national database of Americans ' health and nutrition behaviors and grouped 4,466 American kids -- from ages 2 to 18 -- according to what they ate when they were not eating food purchased at a fast-food restaurant .	17
desk	0	0	BEIJING -- Sitting at a desk in his small office here , Ma Jun , one of China 's best-known environmental advocates , shows off his latest tool in the fight against the nation 's crippling air pollution : a computer app .	5
government	0	0	The vice president drew an implicit contrast between the authoritarian rule of China 's government and the liberal , permissive intellectual culture he described in the United States .	14
protein	0	0	Conservative estimates suggest the 2.3 billion pounds of seafood squandered each year would be enough to provide enough protein for more than 10 million men or 12 million women for an entire year .	18
basins	1	3	And while animals do occasionally wander outside of their ranges , scientists are starting to believe that the recent flurry of movements between the Atlantic and Pacific ocean basins are early evidence of yet another consequence of climate change .	28
embedded	1	6	For Scott , the most exciting finds have been a rock embedded with what appears to be part of a sea lion 's mouth -LRB- perhaps 2 million years old -RRB- and a non-fossilized 10-foot limb from a digger pine tree that would look right at home today in Central California woodlands .	11
gazing	0	0	Their heart-shaped faces swiveled about , gazing with large , dark eyes at the creature who 'd taken them from their home .	6
whisked	1	6	The afflicted physician , Craig Allen Spencer , was whisked into isolation , his fiancee and friends were clamped into quarantine , and his apartment was sealed and decontaminated by a biohazard crew .	9
believe	0	0	`` I was very good at putting up a facade , '' said the Los Altos High student , now a senior , who later was diagnosed with major depression and attention deficit hyperactivity disorder , a diagnosis that her parents resisted for six months and that many who knew her could n't believe .	53
racism	1	4	The recent killings of nine black parishioners in a South Carolina church sparked a broad backlash against the Confederate battle flag , to some a symbol of Southern heritage but to others a divisive sign of slavery and racism .	38
shuddering	1	6	`` I was thinking of moving , '' Bagu said , shuddering .	11
safest	0	0	LOS ANGELES -- The type of aircraft flown by Asiana Airlines that crash-landed at San Francisco International Airport on Saturday has long been regarded as one of the safest passenger jets ever developed .	28
Beaver	0	0	Beaver dams benefit the environment in ways that humans ca n't easily copy .	0
twirled	1	4	CHICAGO -- As the mellow sounds of soul music played , Willie Bailey grabbed his 7-year-old daughter 's hand and twirled her in a circle .	20
performance	1	6	Team members brush it off , like they do their nerves right before a performance .	14
