WORD	LABEL	SENTENCE	SENTENCE_INDEX
marvel	0	Vawter 's prosthetic is a marvel of 21-st century engineering .	5
prodding	1	It might mean not asking too many questions about how a million dollars is getting here , or prodding people accustomed to financial privacy to open their books to a mortgage banker .	18
rebuff	1	BEIJING -- In a sharp rebuff , China accused Washington on Wednesday of taking Japan 's side in a tense clash over disputed islands in the East China Sea , underscoring rising regional friction as visiting Vice President Joe Biden met with Beijing 's leaders .	5
ironic	1	So it 's perhaps ironic that Germany is now among the countries resisting Greece 's requests for debt relief .	4
decontaminated	1	The afflicted physician , Craig Allen Spencer , was whisked into isolation , his fiancee and friends were clamped into quarantine , and his apartment was sealed and decontaminated by a biohazard crew .	28
unprecedented	1	COLORADO SPRINGS , Colo. -- In an unprecedented backlash , two state lawmakers who helped stiffen Colorado 's gun laws were ousted Tuesday in a recall that turned into a nationally watched referendum on gun control .	7
Earlier	0	Earlier , he paid special tribute to U.S. soldiers buried at the Normandy American Cemetery .	0
guide	0	Parents , perhaps mindful of their daughters ' futures , are helping to make STEM dolls a `` burgeoning category , '' said Jackie Breyer , editor-in-chief for gift guide Toy Insider .	29
craftsmanship	1	When she saw the work , she said , she was impressed by the unique form and intricate craftsmanship .	18
abstention	1	There was one abstention in the paper ballot .	3
manipulating	0	Environmental and fishery groups say agriculture is manipulating the drought crisis to extract delta water , exposing even non-threatened fish and the fishing industry to catastrophic losses .	7
long-range	0	More than 1,100 of the planes have been delivered , and nearly all of the world 's most important airlines fly 777s on long-range routes .	23
closely	0	When a law discriminates on the basis of sexual orientation , it must be closely evaluated to `` ensure that our most fundamental institutions neither send nor reinforce messages of stigma or second-class status , '' Judge Stephen Reinhardt wrote for the court .	14
giant	0	The curriculums , taking hold as school budgets tighten and the numbers of farms in the United States decline , are rich in science and touted as stepping stones for college-bound students considering careers in everything from urban forestry to renewable natural resources and genetic engineering of crops , perhaps for giant agribusiness companies such as Monsanto , Dow , DuPont and Pioneer .	51
Northeast	0	&lt;img class="pull-right" src="https://newsela-test-files-f331e.s3.amazonaws.com/article_media/extra/20131230_CENSUS_maps.jpg" /&gt; WASHINGTON -- Population growth in Southern and Western states , led by Texas , California and Florida , accounted for more than 80 percent of new residents nationwide over the last three years , surpassing the Northeast and Midwest in the demographic contest that plays a key role in determining states ' political clout , census data released Monday show .	37
music	0	WASHINGTON -- Jackie Nussbaum knew her son liked playing DragonVale on the family iPad -- a colorful game with soothing music and chirping birds where kids raise adorable baby dragons .	20
throne	0	Born in Rome on Jan. 5 , 1938 , Juan Carlos was the son of Don Juan of Bourbon and Battenberg , the heir to the throne of the Bourbon dynasty , which had been overthrown in 1931 .	26
cellphone	0	Goodell kept the suspension intact after hearing Brady 's appeal , and revealed Tuesday the league had learned that Brady had directed that his cellphone be destroyed shortly before meeting with the NFL 's investigators in March .	24
protester-erected	1	Violence broke out in more than 10 cities late Thursday and early Friday , and an 18-year-old man was killed and three people injured when they were hit by a car trying to drive around a protester-erected barricade in Ribeirao Preto , 185 miles north of Sao Paolo .	36
essays	0	ARLINGTON , Va. -- Teacher Michael Coughlin sometimes learns about his students ' harrowing trips across the border alone and what they left behind from the essays they write .	26
strapped	1	It 's a padded fabric shell that is strapped around the outside of a helmet with the aim of reducing the impact of collisions .	8
businesses	0	The majority of that is due to consumers -LRB- both families and food businesses -RRB- , who buy fresh and frozen fish , but never end up eating it or selling it .	13
sale	0	There are many similar designs for sale on the Internet , but Grayson 's products , which he currently makes himself at his home , hide some unique and potentially lifesaving items .	6
moving	0	They 're arguing that as sea ice continues to melt in the Arctic , passageways are opening for certain animals - heretofore restricted by the ice - to start moving through , enabling them to cross into new territories .	29
leaving	0	The machines spent a good deal of time on the sidelines , leaving humans to do the most hazardous work .	12
bets	0	They 're bets for a long-running pool : How many nutria will the team find in the marshes of the Wicomico River ?	2
foes	1	After the hell of World War II , the Federal Republic of Germany -- commonly known as West Germany -- got massive help with its debt from former foes .	28
nuanced	1	Now a doctoral candidate in the University of Houston 's Language Arts program , she has spent much of her life thinking about the power and dangers of nuanced language .	28
effects	0	The findings , described in the journal Science Advances , reveals another complexity of the effects of climate change -- both the effects it has on animal populations and the way it affects human disease , in the context of socioeconomic disparities .	15
agriculture	1	ST. LOUIS -- High school agriculture programs sprouting across the nation 's Corn Belt are teaching teenagers , many of them in urban environments , that careers in the field often have nothing to do with cows and plows .	5
droppin	1	`` I love droppin ' 'em , '' she says about opponents .	3
tactics	1	`` The health care industry is not technically prepared to combat against cyber criminals ' basic cyber-intrusion tactics , '' an April report from the cyber division of the FBI says .	17
electorate	1	`` The Justice Department expects to show that the clear and intended effects of these changes would contract the electorate and result in unequal access to the participation in the political process on account of race , '' Holder , joined by federal prosecutors based in North Carolina , said during a news conference announcing the lawsuit .	19
dealing	0	Depending on who you talk to , some of the children are doing relatively well , others are dealing with various issues and still others are facing a crisis .	18
menacing	1	Local shop owner Cindy Skeen said she often sees black bears around her house , finding them more mischievous than menacing .	20
nail	0	But Dungan , then 13 , was shy and preferred nail polish and Disney princesses to running bases and wearing a batting helmet .	10
machetes	1	Violence spread in central Durban on Tuesday , after looters attacked shops owned by immigrants , some of whom armed themselves with machetes and knives .	22
colony	1	Nora Prentice , who lives on Manhattan 's Upper West Side , has repeatedly complained to the city about a colony of about 200 rats in a neighborhood park .	20
methods	0	NEW YORK -- It has been a big year for bears in the news , especially in Maine , where voters on Nov. 4 face a question that has bedeviled other bear-heavy states : how to keep the species ' population at bay in the face of pressure from animal rights groups lobbying to ban certain hunting methods .	57
various	1	The photos and footage showed various women driving on busy streets in the capital Riyadh .	5
beautiful	0	Then , once again , their answer was unanimous : They agreed Nyong ' o was beautiful .	16
congratulate	1	President Goodluck Jonathan called his rival to congratulate him Tuesday night , according to members of Buhari 's party .	7
exploring	1	LEXINGTON , Ky. -- Before he even started school , Jason Borders tended to collect objects such as animal bones that he found while exploring his neighborhood near Ashland , the Henry Clay Estate in Lexington , Ky. .	24
extinction	1	Jupiter may have even played a role in the asteroid-linked extinction of the dinosaurs about 66 million years ago , an event that ushered in the reign of our mammalian ancestors .	10
pylons	1	Already perceived as ugly and saddled with being a symbol of death and decay in many cultures , their numbers are dropping because of poaching , poisonings and collisions with electricity pylons and wind turbines .	31
expecting	1	`` We were not expecting to find much of it , '' Winkler said .	4
loan	0	`` These will be part of the list of ` I 've got to see this , ' '' predicted Lonnie Bunch , the museum 's founding director , who was in South Africa for a formal announcement Monday of the long-term loan of the objects from the Iziko Museums .	42
replica	1	Since most modern humans will never get to see the masterpieces in what is widely known as the Chauvet Cave , scientists , artists and the French government have spent 56 million euros -LRB- about $ 60 million -RRB- and several years creating the next best thing : a near-exact replica of the cave about 2 kilometers -LRB- 1.2 miles -RRB- away , including more than 400 paintings of horses , bears , rhinoceros and mammoths , handprints and carvings .	50
ensures	1	`` Some people think if you do all this other stuff , it takes away from focusing on instruction , when really it ensures that you can take kids farther academically . ''	23
bruises	0	They are distracted walkers who , while calling or texting on mobile phones , have suffered cuts and bruises , sustained serious head injuries or even been killed .	18
boom	1	CASPER , Wyo. -- These are boom times in the resource-rich Cowboy State , courtesy of an oil explosion whose ripples can be felt across the land .	6
depressions	1	The National Park Service announced this week that Mount Baldy will remain closed indefinitely due to the discovery of two new holes and a number of depressions on the north side slope , though the rest of the Indiana Dunes National Lakeshore will be open .	26
catcher	0	Owl catcher Hussein Mduduzi , jumping from roof strut to roof strut , managed to catch two owlets , but the eight grown owls flew off .	1
free	0	&lt;img class="pull-right" src="https://newsela-test-files-f331e.s3.amazonaws.com/article_media/extra/20140630_ISLAMICSTATE.jpg" /&gt; KALAK , Iraq -- Waving pots and pans , police pushed back dozens of hungry Iraqi refugees as they rushed to seize free food , ending their first daylong fast of the holy Muslim month of Ramadan in an encampment for the displaced .	23
passage	1	The passage is , of course , the literary skeleton of what down-on-his-luck Samuel Clemens would transform into literary gold , a wildly improbable story originally called Jim Smiley and His Jumping Frog , '' which introduced much of the 19th-century world to Mark Twain .	1
electrical	0	Lost in the debate about online learning , however , is its impact in far-flung regions of the globe , places like the electrical engineering department at the University of El Salvador and the modest walk-up apartment of the Palacios family , above the medical clinic of Dr. Roberto Palacios Navarro , Roosemberth 's father .	23
genocide	1	JOHANNESBURG , South Africa -- In scattered villages on steep green hillsides , many who killed their neighbors in Rwanda 's genocide 20 years ago now live side by side with relatives of the dead .	21
war	0	KABUL , Afghanistan -- The weapons of Afghanistan 's long decades of war can be seen almost everywhere , from the burned-out hulks of Soviet tanks to the Kalashnikov assault rifles slung over policemen 's shoulders and helicopter gunships roaring overhead .	12
census	1	&lt;img class="pull-right" src="https://newsela-test-files-f331e.s3.amazonaws.com/article_media/extra/20131230_CENSUS_maps.jpg" /&gt; WASHINGTON -- Population growth in Southern and Western states , led by Texas , California and Florida , accounted for more than 80 percent of new residents nationwide over the last three years , surpassing the Northeast and Midwest in the demographic contest that plays a key role in determining states ' political clout , census data released Monday show .	56
Fillmore	0	On a sun-drenched Saturday afternoon in Silver Spring , Maryland , the dark , cavernous Fillmore theater is roaring with life .	15
originally	0	The passage is , of course , the literary skeleton of what down-on-his-luck Samuel Clemens would transform into literary gold , a wildly improbable story originally called Jim Smiley and His Jumping Frog , '' which introduced much of the 19th-century world to Mark Twain .	25
anthropologists	1	In an effort to understand how much of this concept is hard-wired into our biology and how much of it is cultural , a team of psychologists and anthropologists led by Harvard University professor Felix Warneken traveled to seven countries to study how different groups of children play fair .	28
events	0	In the months after the outrage stirred by the deaths of Brown and another unarmed African-American , Eric Garner , in New York , singer D'Angelo released his first album in more than a decade , `` Black Messiah , '' which included references both glancing and startlingly direct to the chain of events between Selma and Ferguson .	53
side	0	BEIJING -- In a sharp rebuff , China accused Washington on Wednesday of taking Japan 's side in a tense clash over disputed islands in the East China Sea , underscoring rising regional friction as visiting Vice President Joe Biden met with Beijing 's leaders .	16
group	0	CHICAGO -- On a recent afternoon at Chicago 's Dewey Elementary Academy of Fine Arts , Ladon Brumfield asked a group of 9 - and 10-year-old African-American girls to define beauty .	20
tears	0	On Friday , a sun-splattered Normandy celebrated peace , with silent salutes , tears and international friendship marking 70 years since the D-Day invasion helped change the course of World War II and modern history .	13
live	0	These are the sort of hard decisions that hundreds of residents who live in the harsh , mesquite-speckled borderlands have had to make on a regular basis .	12
drove	0	Those fissures drove out former Speaker John A. Boehner , who bid a tearful farewell Thursday , and prompted Ryan to pledge to return some of the power amassed in recent decades by House leadership to the rank-and-file .	2
removed	0	In Paxton , Illinois , park officials even removed a steep sledding mound .	8
catch	0	They hold hands as Giambalvo leads Dungan to first base after her hit goes airborne , and they giggle together in the outfield while waiting to make a catch .	28
proceed	0	If the agency decides to proceed with reintroducing grizzlies , the next step will be a lengthy process that includes scientific reviews and public hearings that could take years .	5
dolphin	0	For the people on the Solomon Islands , it 's long been about the teeth : Necklaces made of dolphin teeth are `` bride prizes , '' given by grooms to their betrothed .	19
realized	0	`` I realized we had a lot of similarities , '' said Banks , 17 , who said his father is involved in a gang and his mother jobless .	2
ballot	1	In its most basic terms , the ballot measures pit coalitions of foodies , organic farmers and nutrition activists against many of the nation 's leading manufacturers including the biotechnology company Monsanto , Kraft Foods and Coca-Cola .	7
poring	1	As Latino outreach director , Praeli spends her days at Clinton 's headquarters in Brooklyn poring over polling data , winning endorsements from Latino leaders and fine-tuning the campaign 's messages to reach the nation 's fastest-growing bloc of voters .	15
avoids	0	Prentice said that she avoids the area because of the rats and that complaints she filed with the city were closed after officials told her they were `` working on the problem . ''	4
happened	0	`` Sometimes you just have to say you 're sorry ... my heartfelt apologies for what happened in 1961 , '' Brackett said .	16
call	0	`` I know I 'm good , and I know I can make these putts , '' says Castro in a call from his home in Scottsdale , Arizona .	21
hospitalize	1	Each year foodborne illnesses caused by these microorganisms sicken 48 million Americans , hospitalize 128,000 and kill 3,000 , according to the agency .	13
grand	1	But she pledged to create `` a grand pact '' to improve public services and said among her priorities would be to devote 100 percent of petroleum revenue to education , send thousands of doctors to rural areas , come up with a national urban transit plan , and meet with peaceful protest leaders .	7
expressions	1	Local tribunals called gacaca courts have allowed many offenders to be released from prison in return for confessions and expressions of remorse .	19
interactions	1	Obama is also proposing a three-year , $ 263 million spending package to expand training and increase the use of body-worn cameras for monitoring police interactions with the public .	25
staging	1	NEW YORK -- Toys are staging a comeback .	5
planets	0	As the largest , heaviest object orbiting our sun , Jupiter 's namesake world is the lord of planets , a dominant force in the solar system .	18
shaping	0	In a paper published recently in the Canadian Journal of Archaeology , researchers examined artifacts recovered at Riparo Bombrini , in northwest Italy , and concluded that their dwelling was organized around such activities as butchering animals , shaping tools and building fires .	38
add	0	In about a week , winds carry ozone formed by emissions from cars , factories and power plants in Asia to the U.S. West Coast , where it can add to locally generated pollution , worsening smog in cities such as Bakersfield , Fresno and Los Angeles .	29
code-named	0	Thank you for still being here on June 6 , 2014 , '' Hollande told veterans and dignitaries on Sword Beach , one of five code-named beaches taken by the Allies 70 years ago .	25
later	0	`` I was very good at putting up a facade , '' said the Los Altos High student , now a senior , who later was diagnosed with major depression and attention deficit hyperactivity disorder , a diagnosis that her parents resisted for six months and that many who knew her could n't believe .	24
credited	1	Toyoda , who is credited with developing the car company 's efficient , low-defect manufacturing processes and who helped spearhead Toyota 's aggressive push into the U.S. auto market , died Tuesday .	4
mummification	1	That 's almost 2,000 years before prehistoric Europeans started work on Stonehenge , and about 1,500 years earlier than the art of mummification in Egypt was believed to have begun .	22
tactile	1	So Shubham did , and with a few Internet searches he learned about Braille , the tactile writing system used by the blind , and Braille printers , which , to the 12-year-old 's shock , cost thousands of dollars .	16
stick	0	`` When nobody was looking I 'd stick my arm in up to my elbow and then lick off the chocolate . ''	7
simple	0	Then came simple encouragement from senior Sierra McKenzie .	2
entertainment	1	It expands the academy 's longstanding recommendations on banning televisions from children 's and teens ' bedrooms and limiting entertainment screen time to no more than two hours daily .	19
Orange	0	`` Here on the Miracle Mile is where the best record of life from the last great ice age in the world is found , '' said Scott , field and laboratory director with Cogstone Resource Management , based in Orange .	40
all-time	0	While illicit border crossings in this southern Arizona corridor have plummeted , deaths are at an all-time high .	16
charismatic	1	Vultures are overshadowed by threatened `` sexy , charismatic species '' like the lion , rhinoceros and elephant , said Masumi Gudka , Kenya-based vulture conservation manager for BirdLife International , a group with branches in 120 countries .	8
Sitting	0	BEIJING -- Sitting at a desk in his small office here , Ma Jun , one of China 's best-known environmental advocates , shows off his latest tool in the fight against the nation 's crippling air pollution : a computer app .	2
Strange	0	Strange though it may seem , scientific theory lends credence to this historical fiction .	0
gaming	0	The gaming industry has exploded in recent years , with streaming sites such as Twitch and YouTube creating celebrities out of the best players and launching careers for people who are expert at talking about the games .	1
palsy	0	Others have cerebral palsy , Down syndrome , attention deficit disorder and developmental delays .	3
Going	0	Going after the more valuable predators first , fishing them until there are n't enough left to support a fishery and then moving on to species lower in the food chain , a pattern sometimes observed in global fisheries , has been called `` fishing down the food web . ''	0
Freedom	0	All that 's needed to travel to the upper reaches of the building , also known as the `` Freedom Tower , '' is a 60-second ride in the Western Hemisphere 's fastest elevator system .	19
tech-savvy	0	Restaurants and theme parks say they are responding to consumers who are increasingly tech-savvy and hungry for convenience .	13
tasks	0	The winning robots will complete eight different tasks on a DARPA obstacle course in the shortest amount of time .	7
cusp	1	`` We 're on the cusp of change .	5
seed	0	A single can contained 240 milligrams of caffeine and 2,000 mg of taurine , along with guarana seed , ginseng root and milk thistle extracts .	17
frustrating	1	Most frustrating of all , the more effort and thought we put into it , the harder it may become .	1
olives	0	Used for centuries in the Mediterranean region to grow crops like olives and grapes , the technique is not for the faint of heart .	11
allow	0	`` They are only as good as the tools they allow their artists to use . ''	10
Speaker	0	Those fissures drove out former Speaker John A. Boehner , who bid a tearful farewell Thursday , and prompted Ryan to pledge to return some of the power amassed in recent decades by House leadership to the rank-and-file .	5
turning	0	The case is just one example in a recent spate of animals turning up in places they do n't belong - generally , either Pacific species showing up in the Atlantic , or vice versa .	12
illicit	1	While illicit border crossings in this southern Arizona corridor have plummeted , deaths are at an all-time high .	1
harm	0	As more and more medical devices and hospital equipment become connected to the Internet or networks , they may become lucrative targets for criminals or hackers trying either to harm the users or make points about their own technological skills .	29
scores	0	Students in all but six states have improved reading proficiency , according to the report by the Annie E. Casey Foundation , which used reading scores from the National Assessment of Educational Progress , also known as the Nation 's Report Card , to compare reading skills of fourth-graders in 2013 and 2003 .	25
clinically	1	Yawning in response to another yawn is n't an emotional reaction per se , but the tendency for yawns to be contagious has been `` clinically , psychologically , neurobiologically and behaviorally linked to our capacity for empathy , '' according to the Japanese researchers who conducted the study .	25
Trombone	0	The latest installment of the PBS series `` In Performance at the White House '' celebrated the history of American music with performances by Queen Latifah , Smokey Robinson , Usher , Trombone Shorty and Esperanza Spalding , among others .	32
nice	0	The murmurs from onlookers -- `` nice '' and `` wow '' -- swell after each dazzling play .	6
captured	1	The couple , who fled Iraq 's second-largest city of Mosul after it was captured by Sunni extremists earlier this month , has always been poor .	14
long-term	0	`` These will be part of the list of ` I 've got to see this , ' '' predicted Lonnie Bunch , the museum 's founding director , who was in South Africa for a formal announcement Monday of the long-term loan of the objects from the Iziko Museums .	41
goes	0	They hold hands as Giambalvo leads Dungan to first base after her hit goes airborne , and they giggle together in the outfield while waiting to make a catch .	13
reviews	0	If the agency decides to proceed with reintroducing grizzlies , the next step will be a lengthy process that includes scientific reviews and public hearings that could take years .	21
electronics	0	`` The secondhand market for personal electronics is super-hot , '' said Karl Hattman , regional manager for Pawn America .	6
whisked	1	The afflicted physician , Craig Allen Spencer , was whisked into isolation , his fiancee and friends were clamped into quarantine , and his apartment was sealed and decontaminated by a biohazard crew .	9
governments	0	Non-governmental organizations , nursing homes and provincial governments increasingly are picking up the slack , said Robert Stowe England , an expert on population aging who 's the author of the 2005 book `` Aging China . ''	7
distrustful	1	Five years after U.S. investment bank Lehman Brothers collapsed , triggering a global financial crisis and shattering confidence worldwide , families in countries as varied as the United States , Japan , the United Kingdom and Germany remain hunkered down , too spooked and distrustful to take chances with their money .	44
glorious	1	MOSCOW -- The day after the 2014 Sochi Olympics ended with Russia atop the medals table , a beaming President Vladimir Putin presented his athletes with state awards for `` defending the honor '' of their country by showing that its `` great and glorious '' sports traditions were still strong .	44
bars	0	`` There was this big , giant tub of chocolate in the factory '' that was used in Milka candy bars , Prochnik said .	20
Looking	0	Looking closer , the passenger on the Point Sur also noticed several buoys were strangely close to the whale , trailing behind it .	0
tip	0	By cutting the time required to travel around the southern tip of South America , trips between the Atlantic and Pacific oceans could be faster .	10
instituted	1	The decline comes on the heels of a nationwide push to roll back zero tolerance policies instituted after the deadly Columbine High School shootings that emphasize harsh discipline for even minor misbehavior in favor of support-focused alternatives .	16
chocolate	0	`` There was this big , giant tub of chocolate in the factory '' that was used in Milka candy bars , Prochnik said .	9
Experts	0	Experts even recreated stalactites and stalagmites from the original site , as well as the cool temperatures and thick smell of humidity .	0
squares	0	Protesters against President Mohamed Morsi filled streets and squares , yelling `` Leave , leave '' on the first anniversary of his inauguration .	8
beneficial	1	Eating them is associated with all sorts of beneficial health outcomes .	8
bike	0	The Cannery project will feature drought-tolerant landscaping along its bike paths , and most of the front yards will be landscaped with low-water plants in place of grass .	9
representative	1	`` Given the way the meeting transpired , '' Ray Halbritter , an Oneida representative and leader of the `` Change the Mascot Campaign , '' said Wednesday , `` it became somewhat evident they were defending the continued use of the name .	14
treated	0	Yan is one of a rapidly growing number of self-described `` orphan grandparents '' who feel personally or financially abandoned in a society that traditionally has treated its elders with a respect bordering on reverence .	26
tether	1	Surrounded by cornfields and Husker football fans , they stare at their phones and wait for news from northern Iraq , as if connected to their kin by a psychic tether .	30
complete	0	How about a Lottie astronomer doll complete with a telescope , tripod and fact sheet about notable women stargazers , or a fossil hunter armed with a magnifying glass , geology hammer and ammonite fossils ?	6
disputes	1	About 1,000 people were killed in disputes over the 2011 presidential contest .	6
five-time	0	## Liberation Day For the first time in 22 years -- since Briscoe was 14 years old -- the former Vice Lord gang member and five-time felon was free of any kind of state supervision .	25
re-entry	0	A re-entry ticket involved painstaking inspections , with parents required to prove that not a single hitchhiker resided on a child 's head .	1
stolen	0	`` I thought it was a mistake , that someone had stolen my credit card , '' said Nussbaum , a mother of two children in Westerville , Ohio .	11
drink	0	On another day , the same volunteers swigged a `` placebo '' energy drink that had the same taste , texture and nutrients as Rockstar but none of the caffeine , taurine or other stimulants .	13
male	0	BEIJING -- Nearly every day in China , women go to work in smoke-filled offices , exposed to the fumes of cigarettes smoked mainly by male colleagues .	25
change	0	The expanding range of Naegleria infections could potentially be related to climate change , she adds , as the organism thrives in warmer temperatures .	12
Clearly	0	`` Clearly Eiji was the person that laid the groundwork for what Toyota is today , '' said David Cole , former chairman of the nonprofit Center for Automotive Research .	1
officially	1	One hundred years ago , on Aug. 15 , 1914 , the Panama Canal officially opened when the SS Ancon steamed through from the Atlantic to the Pacific side .	14
airstrikes	1	BEIRUT , Lebanon -- U.S.-led airstrikes across a broad swath of northern Syria appear to have caused extensive damage to militant positions on the ground and left an unknown number of casualties , according to initial reports emerging Tuesday .	5
rest	0	But by focusing on the lack of opportunities in many of the city 's minority neighborhoods , and doing it through the lens of the city 's youth , Emanuel took on one of the top criticisms lobbed at him during the campaign : He 's a mayor who has perpetuated two Chicagos -- one for the wealthy and one for the rest .	62
limb	0	Taking on the challenge , a team of software and biomedical engineers , neuroscientists , surgeons and prosthetists has designed a prosthetic limb that can reproduce a full repertoire of ambulatory tricks by communicating seamlessly with Vawter 's brain .	22
concerts	1	The free fan village will feature concerts , interactive games and player appearances at the foot of Market Street across from the Ferry Building , and will be among the main images broadcast of San Francisco .	6
coordinator	1	`` It 's growing in the last 10 years within the native communities in the United States , '' said Susen Fagrelius , coordinator of Little Earth 's community health initiatives .	23
image	0	`` I just cried , '' Allen recalls of the moment when he saw his image framed in red on the front of the magazine .	15
phobia	1	Educators are seeing more and more students suffering from depression , anxiety and social phobia .	14
categories	0	Longtime coaches Rega Wesley-Stewart and Jackie Allen want to keep up the momentum of the competition dance team at McCluer High after strong showings in recent years , including first place in two categories at a recent competition against 40 area teams .	33
estate	0	But a housing crash and a flood of Chinese money later , she 's part of a growing cottage industry of real estate agents , bankers and attorneys who specialize in helping wealthy foreigners buy a little patch of Southern California .	22
devices	0	Ma and his colleagues at the Institute of Public and Environmental Affairs , a Beijing-based environmental group , have made that information available to millions of Chinese on their own computers and mobile devices .	33
poisonings	1	Already perceived as ugly and saddled with being a symbol of death and decay in many cultures , their numbers are dropping because of poaching , poisonings and collisions with electricity pylons and wind turbines .	26
tilefish	1	An apple can kill , a sprinkle of sprouts can send you to the hospital and your succulent , pan-seared red snapper may actually be tilefish .	25
whistling	1	PRIVAS , France -- Jean-Marie Chauvet noticed air whistling out from a crack on a plateau in southern France , so he and fellow cave enthusiasts went to investigate .	8
peers	0	`` Children giving to children is really valuable , '' Oppenheimer said , praising Kyle 's ability not only to appeal to his peers but to motivate students in lower grades to be part of the project .	23
victims	0	The infection is almost universally fatal : it kills more than 97 percent of its victims within days .	15
play	0	It should be no surprise then that young children play `` police and Taliban , '' chasing each other around with toy guns and weaponry designed to mimic the real thing .	9
wanting	0	`` It seems like there is a theme of wanting to really support artists who are working hard -- not just in their craft -- but communicating about the issues of our time , '' said Spalding , an advocate of human rights issues at the U.S. detention facility at Guantanamo Bay , Cuba .	9
transplanted	1	Has she heard that grizzlies -- a larger , stronger and more dangerous cousin of black bears -- might be transplanted to California where they have n't been seen for nine decades ?	20
balls	0	The punishment comes days after the league announced results of an investigation that found Brady was `` likely generally aware '' that equipment assistants employed by the team had conspired to deflate the Patriots ' footballs for last season 's AFC championship game , making the balls easier to throw and catch .	46
suburban	1	The girls were paired in the Rising Stars Buddy Baseball program in west suburban Wheaton , Illinois , which matches students with special needs with partners on the field .	13
influx	1	With the start of the region 's high tourism season a few months away , some officials are calling for an emergency meeting of the 15-nation Caribbean Community , worried that the worsening seaweed influx could become a chronic dilemma for the globe 's most tourism-dependent region .	34
destroyed	1	Goodell kept the suspension intact after hearing Brady 's appeal , and revealed Tuesday the league had learned that Brady had directed that his cellphone be destroyed shortly before meeting with the NFL 's investigators in March .	26
worked	0	She worked so hard to try to give me everything , and I could never do anything for her , '' said Rocky , who requested that only his English name be used because he 's embarrassed by his poverty .	1
archaeologists	1	The remains of people who lived even earlier had been found , but archaeologists assumed they were preserved naturally from burial in the hot and dry desert sand and not through any deliberate mummification by their survivors .	13
multitude	1	They 're now embarking on a new series of tests in California 's Central Valley , aimed at working out the answers to a multitude of technical questions that must be resolved to make the project work .	24
became	0	Even as the children 's `` Bring Rodrigo Home '' campaign built momentum , it became clear that things would not move fast .	15
docks	0	But crab pots are sitting empty on docks , boats are idled and fishermen are anxiously waiting for California authorities to open the lucrative Dungeness crab season .	7
muddy	0	The humidity , heat and muddy soil made digging difficult .	5
relevant	1	`` The evidence fully supports my findings that -LRB- 1 -RRB- Mr. Brady participated in a scheme to tamper with the game balls after they had been approved by the game officials for use in the AFC Championship Game and -LRB- 2 -RRB- Mr. Brady willfully obstructed the investigation by , among other things , affirmatively arranging for destruction of his cellphone knowing that it contained potentially relevant information that had been requested by the investigators , '' Goodell wrote in his ruling .	67
machinery	1	In 1904 , the United States , having supported the secession of Panama from Colombia , bought the French machinery and the rights to finish the canal .	19
funds	0	The mayor 's decision to home in on one of Chicago 's most intractable problems meant he made only passing reference to another : crumbling finances that have left the city 's credit rated as `` junk '' and its pension funds woefully unfunded .	41
northwest	0	In a paper published recently in the Canadian Journal of Archaeology , researchers examined artifacts recovered at Riparo Bombrini , in northwest Italy , and concluded that their dwelling was organized around such activities as butchering animals , shaping tools and building fires .	21
orphan	1	Yan is one of a rapidly growing number of self-described `` orphan grandparents '' who feel personally or financially abandoned in a society that traditionally has treated its elders with a respect bordering on reverence .	11
beseeched	1	In an address transmitted on Brazilian television and radio Friday night , Rousseff asked for understanding about `` the political and economic limitations '' the country is facing and beseeched Brazilians not `` to put at risk all that we 've achieved .	29
teachers	0	Over the years , how teachers resolved potentially dangerous disruptions -- a child throwing objects , for example -- has changed from a ruler to the knuckles , to in-school suspension , to expelling a student altogether .	5
mini-doll	0	A Lego vet clinic with a mini-doll named Mia has five stars on Amazon .	6
fails	0	Many fear the day when Wyoming 's oil market fails , as it last did in the mid-1980s , exposing a fundamental flaw in the state 's job picture : The lure of the oil dollar has prompted teenagers to skip college , or abandon high school , for the petroleum fields -- many without a Plan B if things go bust .	9
agents	0	But a housing crash and a flood of Chinese money later , she 's part of a growing cottage industry of real estate agents , bankers and attorneys who specialize in helping wealthy foreigners buy a little patch of Southern California .	23
stimulate	1	Community activists and politicians see a $ 15 minimum wage as the antidote to the ills of rising inequality , a way to reduce poverty and stimulate the overall economy .	26
washed	0	Clumps of the brownish seaweed known as sargassum have long washed up on Caribbean coastlines , but researchers say the algae blooms have exploded in extent and frequency in recent years .	10
development	1	One of Disney 's rivals , DreamWorks Animation , had a research and development group of about 120 people as of last year -- among them nearly a dozen former employees of NASA 's Jet Propulsion Laboratory in Pasadena .	13
dry	0	One animal has the potential to restore these dry landscapes .	8
commotion	1	Onstage , the players are stone-faced and appear unfazed by the commotion around them .	11
come	0	SAN JOSE , Calif. -- A popular and accomplished Los Altos High student received a parent 's text message at school last year , to come home to talk about her grades .	25
preferred	1	But Dungan , then 13 , was shy and preferred nail polish and Disney princesses to running bases and wearing a batting helmet .	9
anthropology	1	`` There has been this idea that Neanderthals did not have an organized use of space , something that has always been attributed to humans , '' said lead study author Julien Riel-Salvatore , an assistant professor of anthropology at the University of Colorado-Denver .	38
tended	1	LEXINGTON , Ky. -- Before he even started school , Jason Borders tended to collect objects such as animal bones that he found while exploring his neighborhood near Ashland , the Henry Clay Estate in Lexington , Ky. .	12
