WORD	LABEL	ANNOTATORS	SENTENCE	SENTENCE_INDEX
left-leaning	1	3	`` There are things Japan can do , '' the Mainichi Shimbun , a left-leaning Japanese paper , wrote in an editorial on Tuesday , adding that Tokyo could be more actively supporting the countries that are taking in Syrian refugees , especially Turkey and Jordan .	14
relocation	1	8	Bagu 's husband called EcoSolutions , a company with a `` Ghostbusters '' - style relocation service .	15
pipes	0	0	LOS ANGELES -- Seventy feet below Wilshire Boulevard , catercorner from the Los Angeles County Museum of Art 's street-lamp installation , fresh air roaring from giant ventilation pipes dulled the sickly sweet smell of petroleum .	28
corridor	1	4	While illicit border crossings in this southern Arizona corridor have plummeted , deaths are at an all-time high .	8
speak	0	0	NEW YORK -- They speak different languages , live in countries rich and poor , face horrible job markets and healthy ones .	4
start	0	0	They 're arguing that as sea ice continues to melt in the Arctic , passageways are opening for certain animals - heretofore restricted by the ice - to start moving through , enabling them to cross into new territories .	28
stamps	0	0	Some philatelists say the committee that helps the postmaster general pick new stamps is favoring pop celebrities and fictional characters over cultural sites and historical figures , undermining a long tradition .	12
easily	0	0	Beaver dams benefit the environment in ways that humans ca n't easily copy .	11
Star	0	0	CORNUCOPIA , Wis. -- On some days , Kevin Hunt stands at his Star North gas station in this eye-blink of a town on mighty Lake Superior , marveling at Mother Nature and his own dumb luck .	13
staging	1	5	NEW YORK -- Toys are staging a comeback .	5
enshrined	1	9	The capital 's turf tradition is deeply rooted and is even enshrined in the bylaws of various homeowners associations .	11
raise	0	0	Their dams raise water tables , nourishing shrubbery alongside streams that stabilize eroding banks , and add habitat for birds and deer .	2
doctor	0	0	The city of 8.3 million people got its first test last week when a doctor who had been treating Ebola patients in the West African nation of Guinea tested positive for the virus after returning to New York and coming down with a fever of 100.3 .	14
major	0	0	`` It 's a major step for them , '' said Dan Sarto , co-founder and publisher of Animation World Network .	4
seriously	1	3	The McCluer Pommies , a team of 12 at McCluer High School in suburban Florissant , near Ferguson , Missouri , take their job of spreading spirit at the high school and in the community seriously .	35
commercial	1	8	`` Big Hero 6 '' has been a critical and commercial hit for Walt Disney Animation Studios , winning an Oscar and taking in more than $ 500 million at the box office .	10
affecting	1	5	One would require all grain servings to be rich in whole grains -- or more than 50 percent whole-grain -- affecting such items as pastas , bread , rolls and pizza crusts .	20
Actually	0	0	`` Dropped another prospect this AM due to his social media presence ... Actually glad I got to see the ` real ' person before we offered him , '' Hand tweeted .	13
reverence	1	8	Yan is one of a rapidly growing number of self-described `` orphan grandparents '' who feel personally or financially abandoned in a society that traditionally has treated its elders with a respect bordering on reverence .	34
disadvantageous	0	0	The first , disadvantageous inequity , occurs when one receives less than a peer .	3
bottoms	0	0	While she wanted to help , her husband worried they may be arrested or lose their land if they gave aid to the dozens of travelers , many of them desperate and dehydrated , and some nearly crippled by enormous blisters on the bottoms of their feet .	43
husbands	0	0	After work is over , many go home to breathe secondhand smoke created by husbands or other family members .	14
guarana	1	3	A single can contained 240 milligrams of caffeine and 2,000 mg of taurine , along with guarana seed , ginseng root and milk thistle extracts .	16
holes	0	0	CHICAGO -- Geologist Erin Argyilan has in the last 10 months studied sediment , analyzed wind patterns and mapped terrain , but she has n't solved the mystery of the holes that appear and vanish in the beige sands of Mount Baldy at Indiana Dunes National Lakeshore .	30
wedged	1	6	WAYNE , N.J. -- Pencils roll around classroom floors , forgotten in drawers and backpacks and wedged between car seats -- unused , discarded , wasted .	16
credence	1	8	Strange though it may seem , scientific theory lends credence to this historical fiction .	9
authors	0	0	The authors of the latest research combed through a national database of Americans ' health and nutrition behaviors and grouped 4,466 American kids -- from ages 2 to 18 -- according to what they ate when they were not eating food purchased at a fast-food restaurant .	1
knows	0	0	But Germany , another major creditor to Greece , is resisting , even though it knows better than most what debt relief can achieve .	15
gnawed	1	8	Some of the rib bones are snapped and show evidence of being gnawed upon .	12
aggravating	1	9	Aggravating factors were anything that could support a death sentence , while mitigating factors would argue for life imprisonment instead .	0
gardens	0	0	They are designed and decorated to the owner 's -- or steward 's -- taste , and stand on lawns , in parks and gardens , even in coffee shops where passers-by of all ages can `` take a book , leave a book . ''	24
mocked	1	4	Governor Chis Christie of New Jersey chomped down on a jelly doughnut and mocked his own weight on `` The Late Show with David Letterman . ''	13
idea	0	0	`` This is a great , big , hard problem , '' said Richard DeVaul , a Google engineer and chief technical architect for the company 's Project Loon , so named in part because even Google concedes the idea sounds a little crazy .	39
electoral	1	5	For years , it appeared to many here that Jonathan 's People 's Democratic Party would rule Nigeria for the foreseeable future , thanks to a powerful patronage network and the use of electoral fraud .	33
course	0	0	And in a personal-finance course , 16 - and 17-year-olds are learning about something that might seem even more abstract for the teenagers : retirement .	4
comparable	1	5	Emergency-response robots have long suffered from having a range of mobility and dexterity comparable to a 1-year-old child and a level of autonomy generally limited to completing a single task at a time .	13
neuroscientists	1	8	Taking on the challenge , a team of software and biomedical engineers , neuroscientists , surgeons and prosthetists has designed a prosthetic limb that can reproduce a full repertoire of ambulatory tricks by communicating seamlessly with Vawter 's brain .	13
Spider-Man	0	0	`` Spider-Man '' and `` Star Wars '' stamps vastly outsell those commemorating the Civil War , insects and spiders , and Pacific Coast lighthouses .	1
announced	1	5	Tens of thousands of people who received similar shocks complained to the Federal Trade Commission , and the agency on Wednesday announced that Apple had agreed to refund at least $ 32.5 million to unsuspecting parents .	21
preordering	1	9	Disney World recently started allowing online preordering for its Be Our Guest restaurant , and this month it tested smartphone ordering at the Backlot Express restaurant and during the Fantasmic !	6
hope	0	0	For the roughly 1 million Americans who have lost a leg or part of one due to injury or disease , Vawter and his robotic leg offer the hope that future prosthetics might return the feel of a natural gait , kicking a soccer ball or climbing into a car without hoisting an inert artificial limb into the vehicle .	28
smiles	0	0	Music starts , and a dozen straight faces flip to wide smiles , matching the energy in the moves on their faces .	11
palsy	0	0	Others have cerebral palsy , Down syndrome , attention deficit disorder and developmental delays .	3
fulfill	1	7	She said the money will help build more than a dozen schools , rehabilitate hundreds of facilities and provide training and scholarships to help Pakistani girls `` fulfill their promise '' to become the next generation of doctors , teachers and entrepreneurs .	27
later	0	0	`` I was very good at putting up a facade , '' said the Los Altos High student , now a senior , who later was diagnosed with major depression and attention deficit hyperactivity disorder , a diagnosis that her parents resisted for six months and that many who knew her could n't believe .	24
operates	0	0	Each elevator operates using a pulley-like system that consists of a cab and counterweights connected by a cable .	2
argued	1	4	A sample letter on her group 's website argued that nurses should be part of every school 's safety plan .	8
official	0	0	The awkward kickoff for a series of official meetings in Beijing followed Biden 's speech earlier Wednesday urging young Chinese citizens to challenge orthodoxy and the status quo .	7
Element	0	0	Element 118 , for example , is the heaviest element to date , with 118 protons alongside 176 neutrons .	0
taken	0	0	But now , thanks in part to Nyong ` o , it 's the TWA , or teenie weenie Afro , that 's getting a second look and expanding notions of beauty into territory where it really has n't taken root before -- the larger culture .	39
seem	0	0	And in a personal-finance course , 16 - and 17-year-olds are learning about something that might seem even more abstract for the teenagers : retirement .	16
replica	1	7	Since most modern humans will never get to see the masterpieces in what is widely known as the Chauvet Cave , scientists , artists and the French government have spent 56 million euros -LRB- about $ 60 million -RRB- and several years creating the next best thing : a near-exact replica of the cave about 2 kilometers -LRB- 1.2 miles -RRB- away , including more than 400 paintings of horses , bears , rhinoceros and mammoths , handprints and carvings .	50
genocide	1	8	JOHANNESBURG , South Africa -- In scattered villages on steep green hillsides , many who killed their neighbors in Rwanda 's genocide 20 years ago now live side by side with relatives of the dead .	21
narrowed	0	0	Hours earlier , Egypt 's new interim leadership had narrowed in on a compromise candidate to serve as the next prime minister .	9
putts	0	0	`` I know I 'm good , and I know I can make these putts , '' says Castro in a call from his home in Scottsdale , Arizona .	14
governor	0	0	The governor , who throughout his career has joked about his weight on television , in social media and before countless audiences , said it was his plan all along never to acknowledge publicly that he had undergone gastric band surgery , more commonly known as lap band surgery .	1
bruises	0	0	They are distracted walkers who , while calling or texting on mobile phones , have suffered cuts and bruises , sustained serious head injuries or even been killed .	18
earning	0	0	The survey found that while 51 percent of families earning more than $ 60,000 per year reported having a child in sports , only 30 percent of lower-income families had a child playing school sports .	9
volunteers	0	0	The paleontologists , along with volunteers from the Dallas Paleontological Society , started digging April 3 and unearthed `` more than 50 percent '' of the Nodosaurus , one of only five ever found in the Metroplex and the first in decades .	5
strike	0	0	The world will see just how far robots have advanced in the subsequent years when the U.S. Defense Advanced Research Projects Agency -LRB- DARPA -RRB- hosts the final round of a robotics competition aimed at building autonomous machines that can step -- or roll -- in when disasters strike .	48
criminals	0	0	`` The health care industry is not technically prepared to combat against cyber criminals ' basic cyber-intrusion tactics , '' an April report from the cyber division of the FBI says .	13
circuits	1	4	And he took a sophomore-level course by MIT professor Anant Agarwal called `` Circuits and Electronics , '' tallying 91 percent .	13
quo	1	6	The awkward kickoff for a series of official meetings in Beijing followed Biden 's speech earlier Wednesday urging young Chinese citizens to challenge orthodoxy and the status quo .	27
inspired	1	5	Miguel Castañeda started Tech Connect in 2009 , inspired by a similar program in San Francisco .	8
Selma	0	0	In the midst of the stirring `` Glory , '' the musical centerpiece of the Oscar-nominated movie `` Selma , '' Chicago rapper Common delivers a terse summation of how words , melody and a protest merged during the civil-rights movement .	18
feel	0	0	For the roughly 1 million Americans who have lost a leg or part of one due to injury or disease , Vawter and his robotic leg offer the hope that future prosthetics might return the feel of a natural gait , kicking a soccer ball or climbing into a car without hoisting an inert artificial limb into the vehicle .	35
robots	0	0	The world will see just how far robots have advanced in the subsequent years when the U.S. Defense Advanced Research Projects Agency -LRB- DARPA -RRB- hosts the final round of a robotics competition aimed at building autonomous machines that can step -- or roll -- in when disasters strike .	7
difference	1	3	Joining hands with Obama at one point , Sharif said , `` We shall see about making a difference and we shall not rest until every girl is learning and in school .	18
federal	1	4	The U.S. Supreme Court handed a major victory to supporters of gay marriage on Wednesday , striking down part of a federal law that would have prevented same-sex couples from getting federal benefits .	21
admits	1	3	LOS ANGELES -- His escape from the Nazis was more like `` Willy Wonka &amp; the Chocolate Factory '' than `` The Sound of Music , '' Leon Prochnik admits .	29
produce	0	0	Now employed by a small defense company , he is part of a crash effort by U.S. Special Operations Command to produce a radically new protective suit for elite soldiers to wear into battle -- one with bionic limbs , head-to-toe armor , a built-in power supply and live data feeds projected on a see-through display inside the helmet .	21
shy	0	0	But Dungan , then 13 , was shy and preferred nail polish and Disney princesses to running bases and wearing a batting helmet .	7
related	0	0	The expanding range of Naegleria infections could potentially be related to climate change , she adds , as the organism thrives in warmer temperatures .	9
complaints	1	3	Prentice said that she avoids the area because of the rats and that complaints she filed with the city were closed after officials told her they were `` working on the problem . ''	13
elaborate	1	8	It did n't elaborate on what psychological damage the toy guns can cause .	3
contentious	0	0	There is also a call to reexamine a quieter but just as contentious aspect of the Civil War in American society -- how the history of the war , so central to our nation 's understanding of itself , is presented in public school classrooms and textbooks .	12
row	0	0	`` I would n't miss this for the world , '' said Bailey , 45 , of Oak Park , Illinois , who has attended the event three years in a row .	31
voted	0	0	NEW YORK -- Lorella Praeli has one of the most important jobs on Hillary Rodham Clinton 's presidential campaign -- even though she 's never voted in an election .	25
women	0	0	For more than a decade , increasing numbers of black women have been wearing their natural hair in Afros , braids , locks and twists .	10
homelands	1	4	WASHINGTON -- Florida immigration courts , swamped by a growing stream of unaccompanied children who illegally crossed the Southwestern border , are creating `` rocket dockets '' to quickly decide whether they should be sent back to their turbulent homelands .	39
American	0	0	Misty Copeland made history on Tuesday when she was promoted to principal dancer of the prestigious American Ballet Theatre -LRB- ABT -RRB- , becoming the first African-American ballerina to reach the elite dance company 's top rank .	16
essays	0	0	ARLINGTON , Va. -- Teacher Michael Coughlin sometimes learns about his students ' harrowing trips across the border alone and what they left behind from the essays they write .	26
wrested	1	4	The veterans ' hands , which once wrested France from Nazi occupation , saluted wizened faces .	7
contend	0	0	Those who want the label contend that consumers are entitled to know whether their food contains GMOs so that they can make informed decisions about their purchase .	5
popularity	1	3	More than other European monarchs , he had to fight for every scrap of popularity he attained .	14
eats	0	0	So Yan , a widow since her husband 's death nearly a decade ago , spends every weekday at a modest community center near her home , where she plays mahjong and eats meals prepared by a volunteer staff .	32
Eyeing	0	0	WASHINGTON -- Eyeing the end of his presidency , Barack Obama urged Americans Tuesday night to rekindle their belief in the promise of change that first carried him to the White House , declaring that the country must not allow election-year fear and division to put economic and security progress at risk .	2
stable	0	0	Despite warnings that the demonstrations could cause serious damage to Hong Kong 's economy and reputation as a stable Asian financial hub , the city 's stock exchange seemed to take the day 's activities in stride , falling less than 2 percent .	18
stirring	1	7	In the midst of the stirring `` Glory , '' the musical centerpiece of the Oscar-nominated movie `` Selma , '' Chicago rapper Common delivers a terse summation of how words , melody and a protest merged during the civil-rights movement .	5
retirement	1	3	And in a personal-finance course , 16 - and 17-year-olds are learning about something that might seem even more abstract for the teenagers : retirement .	24
prying	1	6	But today this ancient social contract is giving way as the Chinese economy booms , prying apart families with job opportunities in distant cities or abroad .	15
enormous	1	9	While she wanted to help , her husband worried they may be arrested or lose their land if they gave aid to the dozens of travelers , many of them desperate and dehydrated , and some nearly crippled by enormous blisters on the bottoms of their feet .	39
officials	0	0	Miscommunication , confusion and fear have long been the common threads as the problem grew to what some officials consider crisis-level proportions .	18
sicken	0	0	Each year foodborne illnesses caused by these microorganisms sicken 48 million Americans , hospitalize 128,000 and kill 3,000 , according to the agency .	8
immigrant	1	5	The actual change is expected to come in 2055 , when Asians will become the largest immigrant group at 36 percent , compared with Hispanics at 34 percent .	16
attorney	1	3	Other times , they 'll mention a court date or ask for help finding an immigration attorney .	16
reforms	1	3	`` Today , a younger generation deserves to come to the fore , one with new energy , willing to tackle with determination the transformations and reforms that the current situation demands , '' he said .	26
crucial	1	7	That leaves libraries as a crucial venue for their youngest patrons , but funding challenges , reduced hours on school nights and aging equipment have made it harder to meet the demand .	5
touting	1	6	For many , the second time around features a mixture of touting accomplishments while ticking off priorities for a second term .	11
drawers	0	0	WAYNE , N.J. -- Pencils roll around classroom floors , forgotten in drawers and backpacks and wedged between car seats -- unused , discarded , wasted .	12
tensions	0	0	An editorial in the state media China Daily charged , however , that Washington `` is turning a blind eye to Tokyo 's provocations , '' calling that the `` root cause of the tensions . ''	34
exploring	1	4	LEXINGTON , Ky. -- Before he even started school , Jason Borders tended to collect objects such as animal bones that he found while exploring his neighborhood near Ashland , the Henry Clay Estate in Lexington , Ky. .	24
natural	0	0	For more than a decade , increasing numbers of black women have been wearing their natural hair in Afros , braids , locks and twists .	15
ride	0	0	All that 's needed to travel to the upper reaches of the building , also known as the `` Freedom Tower , '' is a 60-second ride in the Western Hemisphere 's fastest elevator system .	26
families	0	0	Five years after U.S. investment bank Lehman Brothers collapsed , triggering a global financial crisis and shattering confidence worldwide , families in countries as varied as the United States , Japan , the United Kingdom and Germany remain hunkered down , too spooked and distrustful to take chances with their money .	20
generations	0	0	And as the number of `` buddy '' or `` inclusion companion '' sporting opportunities continues to proliferate across the country , advocates for children with special needs say young people today are growing up with a better understanding and openness toward people with disabilities than the generations before them .	47
soulful	1	5	WASHINGTON -- Whether belting out lyrics to Al Green 's `` Let 's Stay Together , '' leading a mournful congregation through `` Amazing Grace , '' or tweeting his Spotify music playlist that includes Stevie Wonder and Nina Simone , President Barack Obama has shown that he 's a pretty soulful guy .	51
obtained	1	4	A Peruvian immigrant who lived in the United States without legal status until three years ago , when she obtained a green card through marriage , Praeli hopes to obtain citizenship in time to vote in the election that she is helping shape .	19
Looking	0	0	Looking closer , the passenger on the Point Sur also noticed several buoys were strangely close to the whale , trailing behind it .	0
publicly	1	3	The governor , who throughout his career has joked about his weight on television , in social media and before countless audiences , said it was his plan all along never to acknowledge publicly that he had undergone gastric band surgery , more commonly known as lap band surgery .	33
choked	1	3	`` I almost choked , '' she said in an interview .	3
questions	0	0	In a brief appearance before reporters in which he took no questions , Biden did not go into details on differences over China 's newly declared restricted flying zone .	11
store	0	0	Fifty-four years ago , the eight college students and one civil rights organizer were convicted of trespassing and protesting at McCrory variety store in Rock Hill .	22
breathes	0	0	She breathes in the heady smell of Somali spices , halal meat and the bread she has loved since growing up in a nearby public housing project .	1
atmospheric	1	9	From an astronomical observatory on Chews Ridge in the Santa Lucia Mountains , the University of California , Davis atmospheric scientist has for the last three years measured ozone , the lung-damaging gas in smog , as it arrives to California .	19
inattentive	1	8	As many cities and states promote walkable neighborhoods , in part to attract more young people , some also are levying fines on distracted walkers and lowering speed limits to make streets gentler for the inattentive .	35
fact	0	0	How about a Lottie astronomer doll complete with a telescope , tripod and fact sheet about notable women stargazers , or a fossil hunter armed with a magnifying glass , geology hammer and ammonite fossils ?	13
operators	1	6	That kind of power shopping has made the Chinese tourist the highest-spending overseas visitor to the U.S. and one of the most valued customers for U.S. outlet malls , shopping centers and tour bus operators .	34
commissioned	1	7	They point to numerous studies -LRB- except those commissioned by the film industry -RRB- which show that states never recoup the tax revenue they give away with the credits .	8
health	0	0	At least 184 people , nearly all children , suffered eye injuries over the recent Eid al-Fitr holiday from toy weapons that fire BB pellets and rubber shot , health officials said .	29
suspicions	1	8	Once in the United States , he reveled in the ability to walk down a street without raising the suspicions of gunmen , his oud , a lute-like Middle Eastern instrument , slung across his back .	19
separated	1	5	Philae separated from the Rosetta orbiter at 3:35 a.m. EST Wednesday , after a decade of being attached to the spacecraft .	1
society	0	0	There is also a call to reexamine a quieter but just as contentious aspect of the Civil War in American society -- how the history of the war , so central to our nation 's understanding of itself , is presented in public school classrooms and textbooks .	20
crisis	1	3	Depending on who you talk to , some of the children are doing relatively well , others are dealing with various issues and still others are facing a crisis .	28
worlds	0	0	Where this and the other rocky planets now orbit there may have first been a previous generation of worlds destined to be bigger , gas-shrouded , utterly uninhabitable orbs .	18
sugar	0	0	About half of the slaves died in the rough surf , while the survivors were resold and sent on to work on Brazil 's sugar plantations .	24
escalation	1	6	The overnight assault marked the expansion of the U.S.-led air campaign from Iraq to neighboring Syria , signaling a significant escalation in the conflict .	20
Hyperion	0	0	The software , called Hyperion , simulates the physics of light , which can make animated films more lifelike or give them an otherworldly look .	4
personnel	1	7	Sterling is immediately barred from attending any NBA games or practices , be present at any Clippers office or facility , or participate in any business or player personnel decisions involving the team .	28
wanted	0	0	While she wanted to help , her husband worried they may be arrested or lose their land if they gave aid to the dozens of travelers , many of them desperate and dehydrated , and some nearly crippled by enormous blisters on the bottoms of their feet .	2
readjusted	1	9	That number gets readjusted each decade .	3
accomplishments	1	7	For many , the second time around features a mixture of touting accomplishments while ticking off priorities for a second term .	12
filling	0	0	She is one of many experts who have combed the terrain for clues on the origin of these potentially dangerous holes , which are about a foot in diameter and seem to survive for less than a day before filling in naturally with sand .	39
opposition	1	8	KADUNA , Nigeria -- In a historic moment for Africa 's most populous country , former dictator Muhammadu Buhari won Nigeria 's presidency , the first time in 16 years of democracy that an opposition candidate has defeated a sitting president .	34
hunkered	1	9	Five years after U.S. investment bank Lehman Brothers collapsed , triggering a global financial crisis and shattering confidence worldwide , families in countries as varied as the United States , Japan , the United Kingdom and Germany remain hunkered down , too spooked and distrustful to take chances with their money .	38
books	0	0	It might mean not asking too many questions about how a million dollars is getting here , or prodding people accustomed to financial privacy to open their books to a mortgage banker .	27
10-foot	0	0	For Scott , the most exciting finds have been a rock embedded with what appears to be part of a sea lion 's mouth -LRB- perhaps 2 million years old -RRB- and a non-fossilized 10-foot limb from a digger pine tree that would look right at home today in Central California woodlands .	34
payments	0	0	An Associated Press analysis of households in the 10 biggest economies shows that families continue to spend cautiously and have pulled hundreds of billions of dollars out of stocks , cut borrowing for the first time in decades and poured money into savings and bonds that offer puny interest payments , often too low to keep up with inflation .	49
anyway	0	0	In a new study , researchers from the University of North Carolina led by nutrition professor Barry Popkin have found that even when they are not eating at fast-food restaurants , children who frequent them tend to eat food that would probably make many of them overweight or -LSB- obese -RSB- -LRB- https://www.newsela.com/?tag=obesity -RRB- anyway .	54
behind	0	0	ARLINGTON , Va. -- Teacher Michael Coughlin sometimes learns about his students ' harrowing trips across the border alone and what they left behind from the essays they write .	23
southeast	0	0	The 4-year-old from southeast Arlington was searching for fish fossils in Mansfield with his dad , Tim , last fall when the preschooler came back with a bone that has excited even seasoned paleontologists from Southern Methodist University .	3
Inspired	0	0	Inspired by their courage , demonstrators across the South adopted their `` jail not bail '' tactic and filled jail cells .	0
capped	1	4	The agreement capped two years of work by a parents advocacy group started by Teri Saurer , the mother of daughters who just finished first and third grades .	2
stimulants	1	5	On another day , the same volunteers swigged a `` placebo '' energy drink that had the same taste , texture and nutrients as Rockstar but none of the caffeine , taurine or other stimulants .	34
represented	0	0	The NFL was represented by senior vice president Adolpho Birch , and executive vice presidents Jeff Pash and Paul Hicks .	3
greatest	0	0	Tom Brady has been an NFL golden boy , with movie-star looks , a supermodel wife , four Super Bowl championship rings , and a regular-guy-makes-good back story -- he went from being a sixth-round draft pick to one of the greatest quarterbacks in league history .	41
supporting	0	0	`` There are things Japan can do , '' the Mainichi Shimbun , a left-leaning Japanese paper , wrote in an editorial on Tuesday , adding that Tokyo could be more actively supporting the countries that are taking in Syrian refugees , especially Turkey and Jordan .	32
wraps	0	0	Publix supermarkets started an online ordering system in 2013 for deli subs and wraps .	13
alone	0	0	The student , who did n't want to be identified because of the stigma of mental illness , is not alone .	20
rough	0	0	That led to a weeks-long rescue effort involving federal and state agencies , six nonprofits , several businesses and dozens of volunteers , who battled rough seas from Monterey to Santa Barbara to give the humpback a shot at survival .	25
indicated	1	6	`` As we have indicated earlier , another lawsuit of this type is not unexpected , '' NHL Deputy Commissioner Bill Daly said in an email to The Associated Press .	4
simple	0	0	Then came simple encouragement from senior Sierra McKenzie .	2
species	0	0	Northern gannets , a North Atlantic species , have been spotted off the coast of California several times in recent years , for instance , while several Pacific species of auks , a type of diving bird , have recently been observed in the Atlantic .	28
sponsored	1	7	The firefighters belonged to the Granite Mountain Interagency Hotshot Crew , an elite unit sponsored by a fire department in nearby Prescott , where residents were grieving through social media after word of the deaths arrived Sunday night .	14
acquittals	1	5	ISLAMABAD -- Pakistani officials kept secret the acquittals of eight men accused of involvement in the October 2012 shooting of Nobel Peace Prize laureate Malala Yousafzai .	7
clasp	0	0	Its clasp is also a whistle that can be used to signal for help .	1
104th	0	0	He told NAACP members attending the group 's 104th annual convention to peacefully confront `` the unfortunate stereotypes '' that sometimes lead to police suspicion and private misjudgment .	8
massive	1	5	A massive bloom of microscopic algae -- which produced a natural toxin called domoic acid that is harmful to wildlife and fish -- in the Pacific Ocean is threatening the crab industry during a time when many fishing outfits make their most money .	1
attracting	0	0	No one seemed sure what would happen next -- in part because the movement has become diffuse and spontaneous , attracting a wide cross section of participants .	20
built	0	0	Since Boeing rolled out its first 777 to a huge crowd at its manufacturing facility in Everett , Wash. , in 1994 , more than 1,100 have been built and only one had been in a major accident , with no fatalities .	28
Born	0	0	Born in Rome on Jan. 5 , 1938 , Juan Carlos was the son of Don Juan of Bourbon and Battenberg , the heir to the throne of the Bourbon dynasty , which had been overthrown in 1931 .	0
particularly	1	5	The dolls are part of a movement catering to shoppers ' interest in STEM -- encouraging children , particularly girls , to study fields related to science , technology , engineering and math .	18
origin	1	3	She is one of many experts who have combed the terrain for clues on the origin of these potentially dangerous holes , which are about a foot in diameter and seem to survive for less than a day before filling in naturally with sand .	15
ray	0	0	The International Union for Conservation of Nature Red List of Threatened Species considers 12 percent of grouper , 11 percent of tuna and billfish and 24 percent of shark and ray species to be threatened with extinction .	30
disability	1	9	`` There 's no way around buying them , '' said Capper , a 41-year-old single mother who does n't work because of a disability .	24
communicating	1	3	`` It seems like there is a theme of wanting to really support artists who are working hard -- not just in their craft -- but communicating about the issues of our time , '' said Spalding , an advocate of human rights issues at the U.S. detention facility at Guantanamo Bay , Cuba .	26
halal	1	5	She breathes in the heady smell of Somali spices , halal meat and the bread she has loved since growing up in a nearby public housing project .	10
old	0	0	The designs usually are not symmetrical , taking on forms that can look like old maps , paisley patterns and other designs .	14
tribal	0	0	`` The entire gang involved in the murder attempt ... has been busted , '' Bajwa said , adding that the `` terrorists '' were part of Tehrik-e-Taliban , an umbrella group encompassing militant organizations across the tribal areas .	37
fivefold	1	6	Jewelry made of dolphin teeth has popped up in markets in the country 's capital city , and the value is rising : Over the past decade , the price of dolphin teeth has increased fivefold .	35
ships	0	0	Toughened ships like Marchenko 's converted Arctic fishing vessel , the RV Lance , can usually pick their way slowly through it .	1
overseas	1	5	That kind of power shopping has made the Chinese tourist the highest-spending overseas visitor to the U.S. and one of the most valued customers for U.S. outlet malls , shopping centers and tour bus operators .	12
vets	0	0	The chain of home-improvement stores employs 35,000 veterans , around 10 percent of its workforce , and has committed to hire about 55,000 vets over the next five years .	23
manners	0	0	It 's about more than minding their manners .	7
ending	0	0	Opponents led by a group called Save Maine 's Bear Hunt say the Humane Society 's involvement shows that this is a fight being bankrolled by outside lobby groups with a broader agenda of ending sport hunting nationwide .	34
happened	0	0	`` Sometimes you just have to say you 're sorry ... my heartfelt apologies for what happened in 1961 , '' Brackett said .	16
researchers	1	3	Pedestrian injuries due to cellphone use are up 35 percent since 2010 , according to federal emergency room data reviewed by Stateline , and some researchers blame at least 10 percent of the 78,000 pedestrian injuries in the United States in 2012 on mobile device distraction .	25
endangering	1	8	They 're endangering shorebirds , threatening city taps and quite possibly raising the crime rate .	2
creature	0	0	Their heart-shaped faces swiveled about , gazing with large , dark eyes at the creature who 'd taken them from their home .	14
puny	1	8	An Associated Press analysis of households in the 10 biggest economies shows that families continue to spend cautiously and have pulled hundreds of billions of dollars out of stocks , cut borrowing for the first time in decades and poured money into savings and bonds that offer puny interest payments , often too low to keep up with inflation .	47
tasted	0	0	Evans was thinking about how good she wanted to feel when she got back on it , how the success she tasted in her rookie season as a bobsled pusher still sent chills of excitement through her mind .	21
articles	0	0	It has taken longer than expected -- news articles profiled the waning fight in 2011 -- but finally , the state is almost free of the invasive rodents .	8
group	0	0	CHICAGO -- On a recent afternoon at Chicago 's Dewey Elementary Academy of Fine Arts , Ladon Brumfield asked a group of 9 - and 10-year-old African-American girls to define beauty .	20
feedback	1	4	Less ice means more open water to generate large waves -- creating a feedback loop that could doom the ice cap .	13
elected	1	6	WASHINGTON - Paul D. Ryan , Republican of Wisconsin , was elected speaker of the House Thursday and proceeded to declare the institution he now leads `` broken '' and in need of reform .	11
seventh-grader	0	0	&lt;img class="pull-right" src="https://newsela-test-files-f331e.s3.amazonaws.com/article_media/extra/US_NEWS_CPT-TEEN-ENTREPRENEUR-ADV04_4_SJ.jpg" /&gt; SANTA CLARA , Calif. -- Last December , seventh-grader Shubham Banerjee asked his parents how blind people read .	9
posted	0	0	They created a Facebook page and posted videos to YouTube .	6
cracking	1	4	WASHINGTON -- The United States is cracking down on the sale and purchase of ivory in hopes of curbing a surge in illicit poaching that 's threatening to wipe out elephants and other species in Africa .	6
Market	0	0	The scientists were initially skeptical about what they would find on the construction site near the new Sprouts Farmers Market less than 100 yards from busy Matlock Road .	19
stripped	1	6	The Patriots also were fined $ 1 million -- equaling the largest in league history -- and stripped of their first-round draft pick next year and a fourth-round selection in 2017 .	17
mighty	0	0	Yet only in recent years has the significance of Twain 's time in the Mother Lode come into sharper relief , in particular the transformative role the friendships he developed here played in his decision to abandon youthful dreams of a career piloting paddleboats down the mighty Mississippi River and instead `` excite the laughter of God 's creatures . ''	46
telescope	1	3	How about a Lottie astronomer doll complete with a telescope , tripod and fact sheet about notable women stargazers , or a fossil hunter armed with a magnifying glass , geology hammer and ammonite fossils ?	9
sees	0	0	Local shop owner Cindy Skeen said she often sees black bears around her house , finding them more mischievous than menacing .	8
unevenly	0	0	But if monotonously sunny weather continues to curse the state , the pain of water shortages will spread , albeit unevenly .	20
paracord	1	9	With more than $ 40,000 in sales in three years , Grayson is looking to expand and hire people to make his paracord products .	22
